Food code,Food description
92550350,"The image shows the food category of orange juice beverage, 40-50% juice, light. Additional details include tropicana Trop 50 Orange or Pineapple Mango; Minute Maid Light; Dole Light; 50% reduced sugar orange juice beverage."
92550360,"The image shows the food category of apple juice beverage, 40-50% juice, light. Additional details include tropicana Trop 50; Mott's Light; 50% reduced sugar apple juice beverage."
92550370,"The image shows the food category of lemonade, fruit juice drink, light. Additional details include tropicana Trop 50 Lemonade."
92550380,"The image shows the food category of pomegranate juice beverage, 40-50% juice, light. Additional details include pOM Lite, all flavors."
92550400,"The image shows the food category of vegetable and fruit juice drink, with high vitamin C, diet. Additional details include diet V8 Splash, all flavors; low calorie."
92550405,"The image shows the food category of vegetable and fruit juice drink, with high vitamin C, light. Additional details include v8 V-Fusion Light, all flavors; low calorie."
92550610,"The image shows the food category of fruit flavored drink, with high vitamin C, diet. Additional details include diet Ocean Spray Juice Drinks, all flavors; Diet Ocean Spray cranberry, blueberry, or pomegranate blends."
92550620,"The image shows the food category of fruit flavored drink, diet. Additional details include crystal Light; Minute Maid Light lemonade and other fruit flavored drinks; low calorie."
92552000,"The image shows the food category of fruit flavored drink, with high vitamin C, powdered, reconstituted, diet. Additional details include sugar Free Tang; Country Time Lite lemonade; Ocean Spray drink mix; low calorie."
92552010,"The image shows the food category of fruit flavored drink, powdered, reconstituted, diet. Additional details include crystal Light; Sugar Free Kool-Aid; Wyler's Light; lemonade from low calorie powdered mix, not specified subcategory as to brand."
92552020,"The image shows the food category of fruit juice drink, reduced sugar (Sunny D). Additional details include reduced Sugar Sunny Delight fruit juice drink, all flavors."
92552030,"The image shows the food category of fruit juice drink (Capri Sun). Additional details include capri Sun, not further specified subcategory assigned; Capri Sun 25% less sugar."
92582100,"The image shows the food category of fruit juice drink, with high vitamin C, plus added calcium."
92582110,"The image shows the food category of fruit juice drink, added calcium (Sunny D). Additional details include sunny Delight Calcium fruit juice drink, all flavors."
92610020,"The image shows the food category of horchata beverage, made with water. Additional details include horchata, not further specified subcategory assigned; Horchata de arroz; Horchata de almendras; made with rice, nuts, or seeds."
92610030,"The image shows the food category of horchata beverage, made with milk. Additional details include horchata de arroz; Horchata de almendras; made with rice, nuts, or seeds."
92611010,The image shows the food category of oatmeal beverage with water. Additional details include frescavena; Refresco de avena.
92611100,The image shows the food category of oatmeal beverage with milk. Additional details include atole de avena.
92612010,The image shows the food category of sugar cane beverage. Additional details include guarapo.
92613010,The image shows the food category of cornmeal beverage. Additional details include atole.
92613510,The image shows the food category of cornmeal beverage with chocolate milk. Additional details include atole de chocolate; Champurrado.
92801000,"The image shows the food category of wine, nonalcoholic. Additional details include cooking wine."
92803000,"The image shows the food category of nonalcoholic malt beverage. Additional details include ""nonalcoholic beer""; Near beer; Malta Vitarroz; Malta Goya; Malta India; Sharp's; O'Douls."
92804000,The image shows the food category of shirley Temple.
92900100,"The image shows the food category of fruit flavored drink, with high vitamin C, powdered, not reconstituted. Additional details include tang, all flavors."
92900110,"The image shows the food category of fruit flavored drink, powdered, not reconstituted. Additional details include kool-Aid, not specified subcategory as to sweetener; Wylers, not specified subcategory as to sweetener; Country Time lemonade; Flavor Aid; powdered lemonade, not specified subcategory as to brand; store brand."
92900200,"The image shows the food category of fruit flavored drink, powdered, not reconstituted, diet. Additional details include crystal Light; Sugar Free Kool-aid; Wyler's Light; lemonade from low calorie powdered mix, not specified subcategory as to brand."
92900300,"The image shows the food category of sports drink, dry concentrate, not reconstituted. Additional details include gatorade; fruit flavored thirst quencher beverage; not specified subcategory as to brand."
93101000,"The image shows the food category of beer. Additional details include beer, regular; not specified subcategory as to type."
93102000,"The image shows the food category of beer, light. Additional details include lite."
93102100,"The image shows the food category of beer, low carb. Additional details include budweiser Select 55; Miller 64; Pabst Extra Light Low Alcohol; Aspen Edge; Michelob Ultra."
93102300,"The image shows the food category of beer, higher alcohol. Additional details include barley wine."
93106000,"The image shows the food category of alcoholic malt beverage, sweetened. Additional details include mike's Hard lemonade, all flavors; Hard Lemonade; Hard Punch; Hard Tea; Twisted Tea; Four Loko; Smirnoff Ice; not specified subcategory as to sweetened."
93106100,"The image shows the food category of alcoholic malt beverage. Additional details include malt liquor; Colt 45; ""Forty""; ""Forty-ounce""; Champale flavored malt liquor; unsweetened."
93106500,The image shows the food category of hard cider. Additional details include hard apple cider; Woodchuck; Strongbow; Crispin.
93201000,The image shows the food category of cordial or liqueur. Additional details include amaretto; anisette; benedictine; chartreuse; cointreau; creme de menthe; curacao; drambuie; grenadine; kirsch; kummel; sloe gin; triple sec; schnapps; Jagermeister.
93202000,"The image shows the food category of cordial or liqueur, coffee flavored. Additional details include kahlua; tia maria."
93301000,"The image shows the food category of cocktail, not further specified subcategory assigned."
